order_id,agent_age,agent_rating,store_latitude,store_longitude,drop_latitude,drop_longitude,order_date,order_time,pickup_time,weather,traffic,vehicle,area,delivery_time,category,order_hour,time_slot,day_name,day_type,pickup_delay_mins,distance_km,distance_issue_flag,distance_category,slow_delivery_flag,rating_group
joeb941336981,34,4.6,0.0,0.0,0.01,0.01,2022-02-15,10:20:00,10:25:00,Fog,Low,Motorcycle,Metropolitan,140,Kitchen,10.0,Morning,Tuesday,Weekday,5.0,1.57,0,Short,0,High
vply720793631,39,4.8,30.340722,78.060221,30.370722,78.090221,2022-02-17,21:25:00,21:40:00,Sandstorms,Jam,Scooter,Metropolitan,135,Sports,21.0,Night,Thursday,Weekday,15.0,4.41,0,Short,0,High
ntyx318353687,21,4.7,12.972161,77.596014,12.982161,77.606014,2022-03-03,11:00:00,11:05:00,Fog,Low,Motorcycle,Metropolitan,65,Jewelry,11.0,Morning,Thursday,Weekday,5.0,1.55,0,Short,0,High
jciw981481126,36,4.8,0.0,0.0,0.09,0.09,2022-03-20,19:00:00,19:15:00,Sandstorms,Medium,Motorcycle,Metropolitan,150,Shoes,19.0,Evening,Sunday,Weekend,15.0,14.15,0,Long,0,High
vvdf142495662,35,4.9,22.753659,75.903365,22.823659,75.973365,2022-03-27,22:45:00,22:55:00,Fog,Low,Scooter,Metropolitan,150,Sports,22.0,Night,Sunday,Weekend,10.0,10.59,0,Long,0,High
wwgl654940004,25,4.7,23.369746,85.33982,23.499746,85.46982,2022-03-27,19:00:00,19:15:00,Stormy,Medium,Scooter,Metropolitan,105,Toys,19.0,Evening,Sunday,Weekend,15.0,19.62,0,Very Long,0,High
hjbk592125948,26,5.0,22.651847,75.881991,22.681847,75.911991,2022-03-01,20:25:00,20:35:00,Stormy,Jam,Motorcycle,Urban,145,Skincare,20.0,Evening,Tuesday,Weekday,10.0,4.54,0,Short,0,High
xxjl540401431,32,4.0,22.569358,88.433452,22.589358,88.453452,2022-02-15,11:10:00,11:25:00,Windy,High,Scooter,Metropolitan,160,Snacks,11.0,Morning,Tuesday,Weekday,15.0,3.03,0,Short,0,Average
apwz647112542,35,4.6,23.374878,85.335739,23.414878,85.375739,2022-04-03,15:45:00,16:00:00,Stormy,Medium,Scooter,Urban,30,Grocery,15.0,Afternoon,Sunday,Weekend,15.0,6.04,0,Medium,0,High
aeop097903758,31,5.0,21.175975,72.795503,21.265975,72.885503,2022-04-04,23:00:00,23:10:00,Sunny,Low,Motorcycle,Metropolitan,130,Pet Supplies,23.0,Night,Monday,Weekday,10.0,13.68,0,Long,0,High
whej001030644,28,4.9,12.98041,77.640489,12.99041,77.650489,2022-03-15,10:20:00,10:35:00,Fog,Low,Motorcycle,Metropolitan,95,Books,10.0,Morning,Tuesday,Weekday,15.0,1.55,0,Short,0,High
wcli403405839,33,4.9,30.890184,75.829615,30.910184,75.849615,2022-02-11,8:10:00,8:15:00,Sunny,Low,Scooter,Urban,60,Pet Supplies,8.0,Morning,Friday,Weekday,5.0,2.93,0,Short,0,High
yhzv759199964,26,4.6,18.543626,73.905101,18.553626,73.915101,2022-03-13,8:35:00,8:40:00,Cloudy,Low,Scooter,Metropolitan,50,Electronics,8.0,Morning,Sunday,Weekend,5.0,1.53,0,Short,0,High
aktu450223551,32,4.7,22.515082,88.36783,22.575082,88.42783,2022-02-15,20:20:00,20:30:00,Windy,Jam,Motorcycle,Metropolitan,140,Books,20.0,Evening,Tuesday,Weekday,10.0,9.08,0,Medium,0,High
hecq834707336,34,4.7,-23.234631,77.401663,23.274631,77.441663,2022-02-13,13:25:00,13:40:00,Fog,High,Motorcycle,Urban,160,Kitchen,13.0,Afternoon,Sunday,Weekend,15.0,5171.6,1,Very Long,0,High
mqxl213623196,33,4.6,17.426228,78.407495,17.446228,78.427495,2022-04-01,10:50:00,11:00:00,Fog,Low,Motorcycle,Metropolitan,145,Sports,10.0,Morning,Friday,Weekday,10.0,3.07,0,Short,0,High
koft209106884,35,4.7,12.979096,77.640625,13.019096,77.680625,2022-03-30,16:45:00,16:50:00,Sunny,Medium,Motorcycle,Urban,140,Cosmetics,16.0,Afternoon,Wednesday,Weekday,5.0,6.21,0,Medium,0,High
ekmr803961576,33,4.3,12.949934,77.699386,13.059934,77.809386,2022-03-14,17:20:00,17:35:00,Sandstorms,Medium,Motorcycle,Metropolitan,200,Books,17.0,Evening,Monday,Weekday,15.0,17.08,0,Very Long,1,Good
ahpk466957859,26,4.9,17.483216,78.552111,17.613216,78.682111,2022-04-02,19:55:00,20:10:00,Fog,Jam,Motorcycle,Metropolitan,210,Books,19.0,Evening,Saturday,Weekend,15.0,19.97,0,Very Long,1,High
xdoc772814075,25,4.8,0.0,0.0,0.08,0.08,2022-03-10,18:20:00,18:35:00,Fog,Medium,Motorcycle,Metropolitan,180,Outdoors,18.0,Evening,Thursday,Weekday,15.0,12.58,0,Long,1,High
betn711764010,34,4.9,21.170798,72.790489,21.260798,72.880489,2022-03-23,21:25:00,21:40:00,Fog,Jam,Motorcycle,Urban,200,Sports,21.0,Night,Wednesday,Weekday,15.0,13.68,0,Long,1,High
cyim353244356,32,5.0,25.457116,81.859682,25.597116,81.999682,2022-02-18,23:30:00,23:35:00,Sandstorms,Low,Motorcycle,Urban,125,Kitchen,23.0,Night,Friday,Weekday,5.0,20.97,0,Very Long,0,High
kpui214279290,29,4.6,19.1093,72.825451,19.1193,72.835451,2022-03-19,8:35:00,8:40:00,Cloudy,Low,Motorcycle,Urban,50,Snacks,8.0,Morning,Saturday,Weekend,5.0,1.53,0,Short,0,High
gkxs560770281,33,4.8,18.554382,73.798206,18.664382,73.908206,2022-04-02,20:00:00,20:15:00,Sandstorms,Jam,Motorcycle,Metropolitan,48,Grocery,20.0,Evening,Saturday,Weekend,15.0,16.85,0,Very Long,0,High
dvbt845083278,25,4.7,12.98041,77.640489,13.03041,77.690489,2022-04-05,23:40:00,23:55:00,Stormy,Low,Scooter,Metropolitan,95,Clothing,23.0,Night,Tuesday,Weekday,15.0,7.76,0,Medium,0,High
khyk303642440,31,5.0,11.022169,76.999594,11.072169,77.049594,2022-03-11,21:50:00,21:55:00,Stormy,Jam,Scooter,Metropolitan,170,Snacks,21.0,Night,Friday,Weekday,5.0,7.79,0,Medium,1,High
nuem118007300,38,4.8,23.184992,77.417227,23.194992,77.427227,2022-02-13,8:45:00,9:00:00,Sandstorms,Low,Scooter,Metropolitan,110,Cosmetics,8.0,Morning,Sunday,Weekend,15.0,1.51,0,Short,0,High
hrva917216047,26,4.8,19.003517,72.82765,19.023517,72.84765,2022-03-26,10:00:00,10:10:00,Windy,Low,Motorcycle,Metropolitan,70,Toys,10.0,Morning,Saturday,Weekend,10.0,3.06,0,Short,0,High
jsgn762825386,26,4.0,22.552996,88.35231,22.642996,88.44231,2022-02-12,20:25:00,20:30:00,Windy,Jam,Motorcycle,Metropolitan,37,Grocery,20.0,Evening,Saturday,Weekend,5.0,13.62,0,Long,0,Average
udup962910454,32,4.7,22.761593,75.886362,22.801593,75.926362,2022-03-17,14:25:00,14:40:00,Windy,High,Motorcycle,Urban,175,Shoes,14.0,Afternoon,Thursday,Weekday,15.0,6.05,0,Medium,1,High
kclx458166524,30,4.3,12.323978,76.627961,12.333978,76.637961,2022-03-05,8:25:00,8:30:00,Stormy,Low,Motorcycle,Urban,110,Clothing,8.0,Morning,Saturday,Weekend,5.0,1.55,0,Short,0,Good
xdew046847931,24,4.0,17.450851,78.379347,17.490851,78.419347,2022-03-24,13:35:00,13:40:00,Cloudy,High,Motorcycle,Metropolitan,160,Kitchen,13.0,Afternoon,Thursday,Weekday,5.0,6.15,0,Medium,0,Average
envp457784346,34,4.7,12.933298,77.614293,12.943298,77.624293,2022-04-03,10:15:00,10:30:00,Sunny,Low,Motorcycle,Metropolitan,145,Pet Supplies,10.0,Morning,Sunday,Weekend,15.0,1.55,0,Short,0,High
mjjl487870361,25,4.6,18.53408,73.89852,18.60408,73.96852,2022-03-20,19:00:00,19:05:00,Stormy,Medium,Motorcycle,Metropolitan,110,Apparel,19.0,Evening,Sunday,Weekend,5.0,10.73,0,Long,0,High
cdlk072036431,24,4.1,0.0,0.0,0.05,0.05,2022-02-11,21:40:00,21:45:00,Sunny,Jam,Motorcycle,Metropolitan,220,Electronics,21.0,Night,Friday,Weekday,5.0,7.86,0,Medium,1,Good
avxr598599896,27,4.2,22.728163,75.884212,22.808163,75.964212,2022-03-20,18:45:00,18:55:00,Sandstorms,Medium,Motorcycle,Metropolitan,170,Apparel,18.0,Evening,Sunday,Weekend,10.0,12.1,0,Long,1,Good
yqhy337572064,24,4.5,12.334022,76.618203,12.364022,76.648203,2022-03-11,18:55:00,19:10:00,Fog,Medium,Motorcycle,Metropolitan,135,Kitchen,18.0,Evening,Friday,Weekday,15.0,4.66,0,Short,0,Good
ibgl609321038,34,4.2,26.921411,75.793604,26.981411,75.853604,2022-03-24,20:45:00,20:50:00,Stormy,Jam,Motorcycle,Metropolitan,175,Electronics,20.0,Evening,Thursday,Weekday,5.0,8.94,0,Medium,1,Good
mlwe477373037,33,4.5,9.960846,76.293936,9.970846,76.303936,2022-02-17,9:25:00,9:40:00,Stormy,Low,Scooter,Metropolitan,100,Cosmetics,9.0,Morning,Thursday,Weekday,15.0,1.56,0,Short,0,Good
ovhr628564511,24,4.6,23.371292,85.327872,23.411292,85.367872,2022-03-21,16:50:00,16:55:00,Cloudy,Medium,Scooter,Urban,70,Toys,16.0,Afternoon,Monday,Weekday,5.0,6.04,0,Medium,0,High
ejlk615352315,37,4.8,18.539299,73.897902,18.629299,73.987902,2022-03-02,18:25:00,18:30:00,Sunny,Medium,Motorcycle,Metropolitan,165,Snacks,18.0,Evening,Wednesday,Weekday,5.0,13.79,0,Long,1,High
wtxb236153532,38,3.5,19.875522,75.367127,19.985522,75.477127,2022-02-16,22:40:00,22:55:00,Cloudy,Low,Scooter,Metropolitan,170,Kitchen,22.0,Night,Wednesday,Weekday,15.0,16.79,0,Very Long,1,Low
elyj732640482,20,4.9,22.725835,75.887648,22.765835,75.927648,2022-04-05,12:15:00,12:20:00,Stormy,High,Motorcycle,Metropolitan,70,Skincare,12.0,Afternoon,Tuesday,Weekday,5.0,6.05,0,Medium,0,High
iyzy571056090,32,4.1,19.003517,72.82765,19.073517,72.89765,2022-03-27,23:15:00,23:30:00,Cloudy,Low,Motorcycle,Urban,185,Jewelry,23.0,Night,Sunday,Weekend,15.0,10.71,0,Long,1,Good
mxid056627684,21,4.0,0.0,0.0,0.08,0.08,2022-03-02,21:25:00,21:30:00,Windy,Jam,Motorcycle,Urban,155,Snacks,21.0,Night,Wednesday,Weekday,5.0,12.58,0,Long,0,Average
znbr904768498,25,4.6,30.893081,75.821495,30.943081,75.871495,2022-02-11,0:00:00,0:05:00,Sandstorms,Low,Scooter,Metropolitan,60,Home,0.0,Morning,Friday,Weekday,5.0,7.33,0,Medium,0,High
aihp478161682,21,4.7,12.299524,76.64262,12.359524,76.70262,2022-04-05,18:45:00,18:55:00,Sandstorms,Medium,Scooter,Metropolitan,125,Snacks,18.0,Evening,Tuesday,Weekday,10.0,9.33,0,Medium,0,High
pybg030463934,31,4.6,26.956431,75.776649,26.966431,75.786649,2022-03-03,8:45:00,8:55:00,Cloudy,Low,Scooter,Urban,95,Skincare,8.0,Morning,Thursday,Weekday,10.0,1.49,0,Short,0,High
wbyo064417907,36,4.9,21.157735,72.768778,21.167735,72.778778,2022-03-30,10:55:00,11:05:00,Stormy,Low,Motorcycle,Metropolitan,110,Jewelry,10.0,Morning,Wednesday,Weekday,10.0,1.52,0,Short,0,High
dglm325746235,37,4.9,23.333017,85.3172,23.353017,85.3372,2022-03-19,8:45:00,8:50:00,Windy,Low,Motorcycle,Metropolitan,140,Sports,8.0,Morning,Saturday,Weekend,5.0,3.02,0,Short,0,High
kwaz245978068,29,4.8,18.536562,73.896485,18.596562,73.956485,2022-04-05,22:10:00,22:25:00,Sandstorms,Low,Motorcycle,Metropolitan,18,Grocery,22.0,Night,Tuesday,Weekday,15.0,9.19,0,Medium,0,High
nrpz670180321,26,5.0,17.450851,78.379347,17.580851,78.509347,2022-03-29,20:40:00,20:55:00,Fog,Jam,Motorcycle,Metropolitan,200,Pet Supplies,20.0,Evening,Tuesday,Weekday,15.0,19.97,0,Very Long,1,High
yreb992703508,29,4.7,22.310329,73.169083,22.340329,73.199083,2022-03-26,18:35:00,18:40:00,Sandstorms,Medium,Motorcycle,Metropolitan,135,Apparel,18.0,Evening,Saturday,Weekend,5.0,4.54,0,Short,0,High
lqip535305465,29,4.8,11.025083,77.015393,11.075083,77.065393,2022-03-24,22:30:00,22:35:00,Windy,Low,Motorcycle,Metropolitan,90,Toys,22.0,Night,Thursday,Weekday,5.0,7.79,0,Medium,0,High
rehg995426573,28,4.6,17.41233,78.449654,17.50233,78.539654,2022-03-08,22:45:00,22:55:00,Fog,Low,Motorcycle,Metropolitan,125,Apparel,22.0,Night,Tuesday,Weekday,10.0,13.83,0,Long,0,High
bhya150421187,29,4.8,22.753839,75.897429,22.863838,76.007429,2022-03-10,18:20:00,18:30:00,Stormy,Medium,Scooter,Metropolitan,95,Apparel,18.0,Evening,Thursday,Weekday,10.0,16.64,0,Very Long,0,High
mtcq677203402,39,4.8,12.3085,76.665808,12.3585,76.715808,2022-03-11,21:45:00,21:55:00,Sandstorms,Jam,Van,Metropolitan,130,Pet Supplies,21.0,Night,Friday,Weekday,10.0,7.77,0,Medium,0,High
wedv270440845,30,4.6,26.902328,75.794257,26.942328,75.834257,2022-03-01,14:00:00,14:05:00,Fog,High,Scooter,Metropolitan,140,Sports,14.0,Afternoon,Tuesday,Weekday,5.0,5.96,0,Medium,0,High
ovic961461996,34,3.5,13.02978,80.208812,13.09978,80.278812,2022-03-20,23:15:00,23:20:00,Fog,Low,Scooter,Metropolitan,195,Jewelry,23.0,Night,Sunday,Weekend,5.0,10.87,0,Long,1,Low
lkel672123253,24,4.8,11.003681,76.975525,11.033681,77.005525,2022-03-30,22:00:00,22:10:00,Windy,Jam,Scooter,Metropolitan,26,Grocery,22.0,Night,Wednesday,Weekday,10.0,4.67,0,Short,0,High
xqxi193240308,34,4.7,11.022298,76.998349,11.042298,77.018349,2022-03-15,9:10:00,9:25:00,Sunny,Low,Scooter,Urban,50,Sports,9.0,Morning,Tuesday,Weekday,15.0,3.12,0,Short,0,High
cfhr873344732,22,4.8,22.310526,73.170937,22.400526,73.260937,2022-03-23,23:45:00,0:00:00,Stormy,Low,Scooter,Metropolitan,65,Snacks,23.0,Night,Wednesday,Weekday,,13.63,0,Long,0,High
cyek159795926,30,4.3,26.88842,75.800689,26.95842,75.870689,2022-03-31,18:00:00,18:05:00,Stormy,Medium,Scooter,Metropolitan,170,Toys,18.0,Evening,Thursday,Weekday,5.0,10.43,0,Long,1,Good
wygw328440862,21,4.8,26.910262,75.783013,26.980262,75.853013,2022-03-06,20:55:00,21:00:00,Windy,Jam,Scooter,Urban,115,Cosmetics,20.0,Evening,Sunday,Weekend,5.0,10.43,0,Long,0,High
ycft358065960,22,4.5,10.027364,76.308258,10.037364,76.318258,2022-02-17,10:30:00,10:35:00,Sunny,Low,Motorcycle,Metropolitan,80,Books,10.0,Morning,Thursday,Weekday,5.0,1.56,0,Short,0,Good
uxve815125491,30,4.5,12.98041,77.640489,13.06041,77.720489,2022-03-27,19:30:00,19:35:00,Stormy,Jam,Scooter,Metropolitan,150,Jewelry,19.0,Evening,Sunday,Weekend,5.0,12.42,0,Long,0,Good
ziae735373968,36,4.6,0.0,0.0,0.06,0.06,2022-03-28,20:50:00,21:00:00,Sandstorms,Jam,Motorcycle,Metropolitan,125,Clothing,20.0,Evening,Monday,Weekday,10.0,9.44,0,Medium,0,High
jfpr392174364,30,4.9,26.891191,75.802083,26.951191,75.862083,2022-03-15,17:45:00,18:00:00,Sunny,Medium,Motorcycle,Metropolitan,120,Electronics,17.0,Evening,Tuesday,Weekday,15.0,8.94,0,Medium,0,High
fjzy229735248,37,3.7,13.026279,80.174568,13.096279,80.244568,2022-03-06,20:35:00,20:45:00,Sandstorms,Jam,Scooter,Metropolitan,160,Clothing,20.0,Evening,Sunday,Weekend,10.0,10.87,0,Long,0,Average
tfpx043918482,20,4.8,0.0,0.0,0.02,0.02,2022-02-17,11:55:00,12:10:00,Sandstorms,High,Scooter,Urban,130,Clothing,11.0,Morning,Thursday,Weekday,15.0,3.15,0,Short,0,High
yrks815185256,37,5.0,22.725835,75.887648,22.745835,75.907648,2022-03-19,10:10:00,10:15:00,Cloudy,Low,Van,Metropolitan,85,Apparel,10.0,Morning,Saturday,Weekend,5.0,3.03,0,Short,0,High
xftb080171431,31,4.9,21.173343,72.792731,21.193343,72.812731,2022-03-05,11:50:00,12:00:00,Fog,High,Scooter,Metropolitan,150,Skincare,11.0,Morning,Saturday,Weekend,10.0,3.04,0,Short,0,High
vdsf131643975,33,4.6,26.914142,75.805704,27.024142,75.915704,2022-03-23,18:40:00,18:45:00,Fog,Medium,Motorcycle,Metropolitan,150,Skincare,18.0,Evening,Wednesday,Weekday,5.0,16.38,0,Very Long,0,High
tpct599641928,29,4.8,23.354422,85.3329,23.374422,85.3529,2022-03-03,10:25:00,10:40:00,Sunny,Low,Motorcycle,Urban,75,Apparel,10.0,Morning,Thursday,Weekday,15.0,3.02,0,Short,0,High
wzkb004753598,22,5.0,12.975377,77.696664,13.085377,77.806664,2022-03-16,21:20:00,21:35:00,Fog,Jam,Motorcycle,Metropolitan,175,Kitchen,21.0,Night,Wednesday,Weekday,15.0,17.08,0,Very Long,1,High
sxjg846372120,22,4.6,19.065838,72.832658,19.115838,72.882658,2022-03-07,18:00:00,18:10:00,Sandstorms,Medium,Motorcycle,Metropolitan,21,Grocery,18.0,Evening,Monday,Weekday,10.0,7.65,0,Medium,0,High
rnhw013258436,25,4.8,26.921411,75.793604,26.941411,75.813604,2022-03-21,10:45:00,11:00:00,Sandstorms,Low,Scooter,Metropolitan,95,Cosmetics,10.0,Morning,Monday,Weekday,15.0,2.98,0,Short,0,High
yzoq533572697,28,4.8,12.316967,76.603067,12.346967,76.633067,2022-03-13,20:00:00,20:15:00,Windy,Jam,Motorcycle,Metropolitan,120,Home,20.0,Evening,Sunday,Weekend,15.0,4.66,0,Short,0,High
pnke913432614,23,4.9,26.846156,75.8023,26.886156,75.8423,2022-03-11,15:00:00,15:15:00,Sandstorms,High,Motorcycle,Urban,90,Electronics,15.0,Afternoon,Friday,Weekday,15.0,5.96,0,Medium,0,High
zpxg796594776,29,4.6,13.005801,80.250744,13.095801,80.340744,2022-03-25,22:00:00,22:10:00,Stormy,Jam,Motorcycle,Metropolitan,150,Electronics,22.0,Night,Friday,Weekday,10.0,13.97,0,Long,0,High
zflm148014913,26,4.9,11.02091,76.940432,11.11091,77.030432,2022-03-08,22:25:00,22:35:00,Fog,Low,Motorcycle,Metropolitan,105,Snacks,22.0,Night,Tuesday,Weekday,10.0,14.02,0,Long,0,High
kxst130517437,27,4.6,23.371292,85.327872,23.411292,85.367872,2022-03-11,16:40:00,16:55:00,Sandstorms,Medium,Scooter,Metropolitan,28,Grocery,16.0,Afternoon,Friday,Weekday,15.0,6.04,0,Medium,0,High
cyvx958658152,29,4.6,23.359194,85.325447,23.409194,85.375447,2022-03-26,23:00:00,23:15:00,Sandstorms,Low,Van,Metropolitan,90,Apparel,23.0,Night,Saturday,Weekend,15.0,7.55,0,Medium,0,High
barr834039168,36,4.8,23.233219,77.433571,23.303219,77.503571,2022-02-18,0:00:00,0:10:00,Sandstorms,Low,Motorcycle,Metropolitan,140,Sports,0.0,Morning,Friday,Weekday,10.0,10.57,0,Long,0,High
xgve777072659,34,4.7,22.745049,75.892471,22.815049,75.962471,2022-03-31,22:30:00,22:45:00,Fog,Low,Motorcycle,Metropolitan,210,Apparel,22.0,Night,Thursday,Weekday,15.0,10.59,0,Long,1,High
saos120624504,20,4.7,12.933284,77.615428,12.993284,77.675428,2022-03-26,18:55:00,19:10:00,Stormy,Medium,Motorcycle,Metropolitan,85,Skincare,18.0,Evening,Saturday,Weekend,15.0,9.32,0,Medium,0,High
iusx911277861,34,4.5,12.304569,76.643622,12.374569,76.713622,2022-03-25,23:40:00,23:55:00,Fog,Low,Scooter,Metropolitan,130,Jewelry,23.0,Night,Friday,Weekday,15.0,10.88,0,Long,0,Good
bgav209628701,34,4.6,19.866969,75.318894,19.916969,75.368894,2022-02-17,17:10:00,17:25:00,Sandstorms,Medium,Scooter,Metropolitan,155,Home,17.0,Evening,Thursday,Weekday,15.0,7.63,0,Medium,0,High
vuqi016795424,38,4.8,12.334022,76.618203,12.444022,76.728203,2022-04-02,17:35:00,17:50:00,Sunny,Medium,Motorcycle,Urban,90,Home,17.0,Evening,Saturday,Weekend,15.0,17.1,0,Very Long,0,High
jhma424127520,35,4.8,26.913987,75.752891,26.973987,75.812891,2022-03-07,21:10:00,21:25:00,Windy,Jam,Scooter,Metropolitan,165,Pet Supplies,21.0,Night,Monday,Weekday,15.0,8.94,0,Medium,1,High
irbk983560195,29,5.0,19.1093,72.825451,19.2393,72.955451,2022-03-02,20:10:00,20:20:00,Windy,Jam,Motorcycle,Urban,140,Skincare,20.0,Evening,Wednesday,Weekday,10.0,19.88,0,Very Long,0,High
cjfv356412601,27,5.0,30.893081,75.821495,30.943081,75.871495,2022-02-17,18:20:00,18:30:00,Cloudy,Medium,Scooter,Urban,55,Electronics,18.0,Evening,Thursday,Weekday,10.0,7.33,0,Medium,0,High
opqn320204516,20,4.9,11.022298,76.998349,11.102298,77.078349,2022-04-06,17:40:00,17:45:00,Fog,Medium,Van,Metropolitan,36,Grocery,17.0,Evening,Wednesday,Weekday,5.0,12.46,0,Long,0,High
ptwc749021643,34,4.0,19.12663,72.829976,19.16663,72.869976,2022-03-28,12:25:00,12:30:00,Windy,High,Motorcycle,Metropolitan,225,Jewelry,12.0,Afternoon,Monday,Weekday,5.0,6.12,0,Medium,1,Average
oosf228233902,29,4.6,12.326356,76.619103,12.366356,76.659103,2022-03-11,14:35:00,14:45:00,Windy,High,Motorcycle,Metropolitan,60,Jewelry,14.0,Afternoon,Friday,Weekday,10.0,6.22,0,Medium,0,High
sobd857623304,30,4.5,11.006686,76.951736,11.096686,77.041736,2022-03-29,22:00:00,22:15:00,Sunny,Jam,Scooter,Metropolitan,120,Clothing,22.0,Night,Tuesday,Weekday,15.0,14.02,0,Long,0,Good
ojaw416884711,29,4.9,18.536718,73.830327,18.596719,73.890327,2022-03-26,23:30:00,23:35:00,Cloudy,Low,Scooter,Metropolitan,60,Books,23.0,Night,Saturday,Weekend,5.0,9.19,0,Medium,0,High
asas104063227,20,4.5,0.0,0.0,0.04,0.04,2022-02-15,15:00:00,15:10:00,Fog,High,Motorcycle,Metropolitan,120,Electronics,15.0,Afternoon,Tuesday,Weekday,10.0,6.29,0,Medium,0,Good
hnag031187177,28,4.5,0.0,0.0,0.02,0.02,2022-04-01,10:35:00,10:40:00,Sandstorms,Low,Scooter,Metropolitan,90,Pet Supplies,10.0,Morning,Friday,Weekday,5.0,3.15,0,Short,0,Good
rzco061340692,21,4.9,17.410371,78.437225,17.480371,78.507225,2022-03-14,23:00:00,23:10:00,Windy,Low,Van,Metropolitan,90,Outdoors,23.0,Night,Monday,Weekday,10.0,10.76,0,Long,0,High
anpk323477584,25,2.6,11.024839,77.007003,11.154839,77.137003,2022-03-14,22:50:00,22:55:00,Sunny,Low,Scooter,Metropolitan,170,Sports,22.0,Night,Monday,Weekday,5.0,20.25,0,Very Long,1,Low
nxes767402819,36,5.0,19.12663,72.829976,19.18663,72.889976,2022-03-11,20:30:00,20:45:00,Windy,Jam,Motorcycle,Metropolitan,170,Outdoors,20.0,Evening,Friday,Weekday,15.0,9.18,0,Medium,1,High
axrh643871292,37,4.3,22.745049,75.892471,22.835049,75.982471,2022-03-31,19:00:00,19:05:00,Cloudy,Medium,Scooter,Metropolitan,210,Sports,19.0,Evening,Thursday,Weekday,5.0,13.61,0,Long,1,Good
smuu466188375,39,4.6,10.96185,76.971082,11.04185,77.051082,2022-03-27,23:55:00,0:05:00,Stormy,Low,Scooter,Metropolitan,75,Skincare,23.0,Night,Sunday,Weekend,,12.47,0,Long,0,High
casv972106031,34,4.6,11.001753,76.986241,11.081753,77.066241,2022-03-25,17:55:00,18:10:00,Fog,Medium,Scooter,Metropolitan,215,Apparel,17.0,Evening,Friday,Weekday,15.0,12.46,0,Long,1,High
bxdc005218284,34,4.7,12.321214,76.621094,12.341214,76.641094,2022-03-24,9:25:00,9:40:00,Sunny,Low,Motorcycle,Metropolitan,80,Sports,9.0,Morning,Thursday,Weekday,15.0,3.11,0,Short,0,High
tgmt952347330,33,4.9,12.978453,77.643685,13.088453,77.753685,2022-03-25,22:40:00,22:55:00,Stormy,Low,Motorcycle,Urban,75,Shoes,22.0,Night,Friday,Weekday,15.0,17.08,0,Very Long,0,High
apdo045165750,32,4.9,26.910262,75.783013,27.040262,75.913013,2022-03-18,19:00:00,19:05:00,Sunny,Medium,Scooter,Urban,120,Pet Supplies,19.0,Evening,Friday,Weekday,5.0,19.36,0,Very Long,0,High
sfvd013452136,24,4.6,11.001852,76.976268,11.051852,77.026268,2022-03-19,21:10:00,21:20:00,Sandstorms,Jam,Motorcycle,Other,27,Grocery,21.0,Night,Saturday,Weekend,10.0,7.79,0,Medium,0,High
ylxm089008350,36,4.7,11.003681,76.975525,11.083681,77.055525,2022-03-29,22:20:00,22:35:00,Windy,Low,Scooter,Urban,100,Outdoors,22.0,Night,Tuesday,Weekday,15.0,12.46,0,Long,0,High
xxpu250147922,28,4.6,26.766536,75.837333,26.876536,75.947333,2022-04-06,20:00:00,20:05:00,Sandstorms,Jam,Scooter,Urban,125,Jewelry,20.0,Evening,Wednesday,Weekday,5.0,16.39,0,Very Long,0,High
blic240918670,36,4.3,22.310526,73.170937,22.340526,73.200937,2022-03-24,18:20:00,18:25:00,Windy,Medium,Scooter,Metropolitan,170,Sports,18.0,Evening,Thursday,Weekday,5.0,4.54,0,Short,1,Good
baop359786846,22,4.6,0.0,0.0,0.01,0.01,2022-03-17,8:20:00,8:25:00,Stormy,Low,Scooter,Urban,55,Outdoors,8.0,Morning,Thursday,Weekday,5.0,1.57,0,Short,0,High
sgai548810927,31,4.9,0.0,0.0,0.07,0.07,2022-03-08,21:25:00,21:30:00,Sunny,Jam,Motorcycle,Metropolitan,150,Electronics,21.0,Night,Tuesday,Weekday,5.0,11.01,0,Long,0,High
dpxk052127220,20,4.8,11.000762,76.981876,11.050762,77.031876,2022-03-01,20:25:00,20:35:00,Sunny,Jam,Scooter,Urban,70,Pet Supplies,20.0,Evening,Tuesday,Weekday,10.0,7.79,0,Medium,0,High
bsyp689363076,37,4.8,22.753839,75.897429,22.843839,75.987429,2022-03-14,17:15:00,17:20:00,Cloudy,Medium,Motorcycle,Metropolitan,220,Jewelry,17.0,Evening,Monday,Weekday,5.0,13.61,0,Long,1,High
idap653449720,39,4.8,18.636215,73.751081,18.666215,73.781081,2022-03-13,19:55:00,20:05:00,Windy,Jam,Motorcycle,Metropolitan,165,Sports,19.0,Evening,Sunday,Weekend,10.0,4.6,0,Short,1,High
vgdy833042223,21,2.6,21.186608,72.794136,21.316608,72.924136,2022-03-31,23:35:00,23:45:00,Sunny,Low,Motorcycle,Metropolitan,185,Toys,23.0,Night,Thursday,Weekday,10.0,19.76,0,Very Long,1,Low
lonb177035743,24,4.9,26.913483,75.803139,26.993483,75.883139,2022-03-10,18:00:00,18:15:00,Windy,Medium,Motorcycle,Metropolitan,155,Kitchen,18.0,Evening,Thursday,Weekday,15.0,11.92,0,Long,0,High
