order_id,agent_age,agent_rating,store_latitude,store_longitude,drop_latitude,drop_longitude,order_date,order_time,pickup_time,weather,traffic,vehicle,area,delivery_time,category,order_day,order_month,is_weekend,order_hour,pickup_delay_mins,distance_km,distance_issue_flag,distance_category,peak_hour_flag,rating_group,slow_delivery_flag
arxw354500260,38,4.0,17.422819,78.449578,17.532819,78.559578,2022-03-02,19:15:00,19:25:00,Fog,Jam,Scooter,Urban,215,Electronics,Wednesday,3,False,19.0,10.0,16.9,0,Very Long,Peak Hour,Low Rating,1
ivsk251321913,31,5.0,11.003669,76.976494,11.133669,77.106494,2022-04-04,18:20:00,18:30:00,Stormy,Medium,Motorcycle,Metropolitian,150,Toys,Monday,4,False,18.0,10.0,20.25,0,Very Long,Peak Hour,High Rating,0
peit726225474,27,4.8,13.091809,80.219104,13.151809,80.279104,2022-03-19,23:40:00,23:50:00,Windy,Low,Scooter,Other,75,Snacks,Saturday,3,True,23.0,10.0,9.31,0,Medium,Non-Peak Hour,High Rating,0
wjoy730698812,22,4.6,26.902328,75.794257,27.012328,75.904257,2022-03-31,17:25:00,17:40:00,Windy,Medium,Scooter,Metropolitian,120,Books,Thursday,3,False,17.0,15.0,16.39,0,Very Long,Peak Hour,Medium Rating,0
emly821471878,35,3.6,13.029198,77.570997,13.139198,77.680997,2022-03-06,19:20:00,19:35:00,Stormy,Jam,Van,Metropolitian,185,Snacks,Sunday,3,True,19.0,15.0,17.07,0,Very Long,Peak Hour,Low Rating,1
fdow829328620,26,4.6,18.55144,73.804855,18.62144,73.874855,2022-04-02,19:55:00,20:00:00,Stormy,Jam,Motorcycle,Metropolitian,85,Snacks,Saturday,4,True,19.0,5.0,10.72,0,Long,Peak Hour,Medium Rating,0
dsdz611814602,22,4.9,21.170096,72.789122,21.240096,72.859122,2022-03-14,22:40:00,22:50:00,Fog,Low,Motorcycle,Urban,145,Books,Monday,3,False,22.0,10.0,10.64,0,Long,Peak Hour,High Rating,0
pagi106985701,29,4.9,12.933298,77.614293,12.983298,77.664293,2022-03-05,23:30:00,23:40:00,Sunny,Low,Motorcycle,Metropolitian,95,Cosmetics,Saturday,3,True,23.0,10.0,7.76,0,Medium,Non-Peak Hour,High Rating,0
bihw737632435,37,4.7,23.351058,85.325731,23.411058,85.385731,2022-03-11,23:50:00,0:05:00,Fog,Low,Motorcycle,Urban,75,Sports,Friday,3,False,23.0,,9.06,0,Medium,Non-Peak Hour,Medium Rating,0
vjze869288004,28,4.8,23.353783,85.326967,23.483783,85.456967,2022-03-08,17:50:00,18:05:00,Cloudy,Medium,Motorcycle,Metropolitian,160,Electronics,Tuesday,3,False,17.0,15.0,19.62,0,Very Long,Peak Hour,High Rating,0
fqxe848745820,28,4.1,19.178321,72.834715,19.288321,72.944715,2022-03-08,20:45:00,20:50:00,Fog,Jam,Scooter,Metropolitian,165,Clothing,Tuesday,3,False,20.0,5.0,16.82,0,Very Long,Peak Hour,Low Rating,1
xfrj912653067,34,4.4,23.230791,77.43702,23.360791,77.56702,2022-02-14,21:40:00,21:45:00,Sunny,Jam,Motorcycle,Urban,165,Snacks,Monday,2,False,21.0,5.0,19.63,0,Very Long,Peak Hour,Low Rating,1
pktb014088773,29,4.6,21.175104,72.804342,21.205104,72.834342,2022-03-03,21:20:00,21:35:00,Fog,Jam,Scooter,Metropolitian,30,Grocery,Thursday,3,False,21.0,15.0,4.56,0,Short,Peak Hour,Medium Rating,0
jibh630259836,36,4.8,0.0,0.0,0.01,0.01,2022-02-13,11:50:00,12:05:00,Sunny,High,Motorcycle,Urban,145,Clothing,Sunday,2,True,11.0,15.0,1.57,0,Short,Non-Peak Hour,High Rating,0
ehfy142288709,39,5.0,19.121999,72.908493,19.151999,72.938493,2022-03-19,20:50:00,21:00:00,Sunny,Jam,Motorcycle,Metropolitian,115,Snacks,Saturday,3,True,20.0,10.0,4.59,0,Short,Peak Hour,High Rating,0
dbim723449896,22,4.7,12.975377,77.696664,13.035377,77.756664,2022-03-13,20:15:00,20:25:00,Stormy,Jam,Scooter,Metropolitian,55,Books,Sunday,3,True,20.0,10.0,9.31,0,Medium,Peak Hour,Medium Rating,0
jtaz863918031,37,4.5,12.334022,76.618203,12.424022,76.708203,2022-03-27,18:50:00,18:55:00,Windy,Medium,Motorcycle,Metropolitian,105,Electronics,Sunday,3,True,18.0,5.0,13.99,0,Long,Peak Hour,Medium Rating,0
jnqg078158442,34,4.6,13.066762,80.251865,13.076762,80.261865,2022-03-19,11:40:00,11:55:00,Windy,High,Motorcycle,Metropolitian,215,Clothing,Saturday,3,True,11.0,15.0,1.55,0,Short,Non-Peak Hour,Medium Rating,1
nrko626763767,28,4.9,23.374878,85.335739,23.484878,85.445739,2022-03-10,21:50:00,22:05:00,Sandstorms,Jam,Motorcycle,Metropolitian,130,Shoes,Thursday,3,False,21.0,15.0,16.6,0,Very Long,Peak Hour,High Rating,0
vcsa399116594,32,4.5,30.914057,75.83982,31.044057,75.96982,2022-02-16,17:30:00,17:40:00,Sandstorms,Medium,Scooter,Metropolitian,170,Pet Supplies,Wednesday,2,False,17.0,10.0,19.04,0,Very Long,Peak Hour,Medium Rating,1
eqtg940298682,36,4.0,11.026117,76.944652,11.076117,76.994652,2022-03-13,19:15:00,19:30:00,Sandstorms,Jam,Motorcycle,Metropolitian,42,Grocery,Sunday,3,True,19.0,15.0,7.79,0,Medium,Peak Hour,Low Rating,0
povh831206713,24,4.6,18.530963,73.828972,18.580963,73.878972,2022-03-01,17:55:00,18:00:00,Sandstorms,Medium,Scooter,Metropolitian,135,Cosmetics,Tuesday,3,False,17.0,5.0,7.66,0,Medium,Peak Hour,Medium Rating,0
eyry810448527,27,4.8,17.428294,78.404423,17.478294,78.454423,2022-03-21,17:45:00,17:50:00,Stormy,Medium,Scooter,Metropolitian,135,Sports,Monday,3,False,17.0,5.0,7.68,0,Medium,Peak Hour,High Rating,0
negd373010678,39,4.2,17.45971,78.368855,17.50971,78.418855,2022-03-03,0:00:00,0:10:00,Sandstorms,Low,Motorcycle,Metropolitian,100,Cosmetics,Thursday,3,False,0.0,10.0,7.68,0,Medium,Non-Peak Hour,Low Rating,0
mnhk997538487,29,4.9,12.975377,77.696664,13.025377,77.746664,2022-04-03,23:50:00,23:55:00,Windy,Low,Scooter,Metropolitian,85,Jewelry,Sunday,4,True,23.0,5.0,7.76,0,Medium,Non-Peak Hour,High Rating,0
oldk071997339,23,4.8,25.449659,81.839744,25.509659,81.899744,2022-02-15,18:40:00,18:50:00,Sandstorms,Medium,Motorcycle,Metropolitian,100,Kitchen,Tuesday,2,False,18.0,10.0,8.99,0,Medium,Peak Hour,High Rating,0
fink439347846,34,4.7,17.410371,78.437225,17.540371,78.567225,2022-03-29,22:10:00,22:20:00,Sunny,Low,Scooter,Urban,140,Skincare,Tuesday,3,False,22.0,10.0,19.98,0,Very Long,Peak Hour,Medium Rating,0
lokc089087504,24,4.6,12.323994,76.626167,12.393994,76.696167,2022-03-14,18:40:00,18:55:00,Windy,Medium,Scooter,Other,120,Toys,Monday,3,False,18.0,15.0,10.88,0,Long,Peak Hour,Medium Rating,0
txor297111002,35,4.9,22.551084,88.354127,22.641084,88.444127,2022-02-12,20:30:00,20:40:00,Windy,Jam,Motorcycle,Urban,185,Kitchen,Saturday,2,True,20.0,10.0,13.62,0,Long,Peak Hour,High Rating,1
mhwo542981103,21,4.7,13.044694,80.26147,13.124694,80.34147,2022-03-18,23:20:00,23:35:00,Stormy,Low,Motorcycle,Metropolitian,105,Books,Friday,3,False,23.0,15.0,12.42,0,Long,Non-Peak Hour,Medium Rating,0
jncf476138554,36,4.2,12.352058,76.60665,12.372058,76.62665,2022-03-05,11:00:00,11:15:00,Stormy,Low,Motorcycle,Metropolitian,130,Skincare,Saturday,3,True,11.0,15.0,3.11,0,Short,Non-Peak Hour,Low Rating,0
mida892629382,37,4.8,22.745049,75.892471,22.765049,75.912471,2022-03-24,10:15:00,10:25:00,Stormy,Low,Scooter,Metropolitian,125,Sports,Thursday,3,False,10.0,10.0,3.03,0,Short,Non-Peak Hour,High Rating,0
ofsa199625437,36,4.6,22.751857,75.866699,22.821857,75.936699,2022-03-23,17:45:00,18:00:00,Fog,Medium,Scooter,Metropolitian,190,Jewelry,Wednesday,3,False,17.0,15.0,10.59,0,Long,Peak Hour,Medium Rating,1
qnxg011947680,35,4.7,23.371292,85.327872,23.381292,85.337872,2022-03-15,9:40:00,9:50:00,Cloudy,Low,Motorcycle,Urban,80,Shoes,Tuesday,3,False,9.0,10.0,1.51,0,Short,Non-Peak Hour,Medium Rating,0
pjun127871534,20,4.8,17.455894,78.375467,17.485894,78.405467,2022-03-09,22:45:00,23:00:00,Fog,Low,Scooter,Metropolitian,55,Shoes,Wednesday,3,False,22.0,15.0,4.61,0,Short,Peak Hour,High Rating,0
gmvh260034720,30,4.7,23.416792,85.316842,23.526792,85.426842,2022-03-31,20:30:00,20:40:00,Fog,Jam,Motorcycle,Metropolitian,205,Home,Thursday,3,False,20.0,10.0,16.6,0,Very Long,Peak Hour,Medium Rating,1
awbk682915565,34,4.6,26.911927,75.797282,27.051927,75.937282,2022-03-16,17:30:00,17:40:00,Cloudy,Medium,Scooter,Metropolitian,210,Snacks,Wednesday,3,False,17.0,10.0,20.85,0,Very Long,Peak Hour,Medium Rating,1
uxzx120160822,21,4.5,12.352058,76.60665,12.402058,76.65665,2022-03-07,21:25:00,21:35:00,Fog,Jam,Motorcycle,Urban,105,Jewelry,Monday,3,False,21.0,10.0,7.77,0,Medium,Peak Hour,Medium Rating,0
lngn564928441,21,5.0,15.516833,73.768172,15.606833,73.858172,2022-02-18,20:00:00,20:15:00,Stormy,Jam,Scooter,Urban,115,Electronics,Friday,2,False,20.0,15.0,13.9,0,Long,Peak Hour,High Rating,0
qdtm319665845,29,4.3,19.879631,75.323403,19.899631,75.343403,2022-02-11,10:55:00,11:10:00,Stormy,Low,Motorcycle,Urban,85,Snacks,Friday,2,False,10.0,15.0,3.05,0,Short,Non-Peak Hour,Low Rating,0
dgst949818842,39,4.9,22.310526,73.170937,22.320526,73.180937,2022-03-11,10:40:00,10:45:00,Fog,Low,Motorcycle,Metropolitian,140,Jewelry,Friday,3,False,10.0,5.0,1.51,0,Short,Non-Peak Hour,High Rating,0
aonl940778211,29,4.5,22.751234,75.88949,22.761234,75.89949,2022-03-11,9:25:00,9:40:00,Stormy,Low,Motorcycle,Urban,75,Shoes,Friday,3,False,9.0,15.0,1.51,0,Short,Non-Peak Hour,Medium Rating,0
xdrl752181285,20,4.6,0.0,0.0,0.09,0.09,2022-03-29,22:35:00,22:40:00,Windy,Low,Motorcycle,Metropolitian,120,Skincare,Tuesday,3,False,22.0,5.0,14.15,0,Long,Peak Hour,Medium Rating,0
bebi738349587,23,4.6,17.430448,78.418213,17.480448,78.468213,2022-03-15,17:35:00,17:45:00,Fog,Medium,Motorcycle,Urban,135,Jewelry,Tuesday,3,False,17.0,10.0,7.68,0,Medium,Peak Hour,Medium Rating,0
kqkt967765828,27,4.8,23.351058,85.325731,23.371058,85.345731,2022-04-01,9:25:00,9:35:00,Fog,Low,Motorcycle,Urban,70,Jewelry,Friday,4,False,9.0,10.0,3.02,0,Short,Non-Peak Hour,High Rating,0
knmw345367799,21,4.9,22.311603,73.165012,22.331603,73.185012,2022-03-15,10:25:00,10:40:00,Windy,Low,Scooter,Metropolitian,90,Outdoors,Tuesday,3,False,10.0,15.0,3.03,0,Short,Non-Peak Hour,High Rating,0
qcpp182569771,26,4.9,21.185047,72.80859,21.315047,72.93859,2022-03-29,19:10:00,19:15:00,Cloudy,Jam,Van,Metropolitian,180,Shoes,Tuesday,3,False,19.0,5.0,19.76,0,Very Long,Peak Hour,High Rating,1
gfyk766181745,34,4.2,0.0,0.0,0.07,0.07,2022-04-02,19:55:00,20:10:00,Sunny,Jam,Motorcycle,Metropolitian,36,Grocery,Saturday,4,True,19.0,15.0,11.01,0,Long,Peak Hour,Low Rating,0
baat889024412,36,4.6,0.0,0.0,0.01,0.01,2022-02-13,11:40:00,11:55:00,Windy,High,Motorcycle,Metropolitian,28,Grocery,Sunday,2,True,11.0,15.0,1.57,0,Short,Non-Peak Hour,Medium Rating,0
mput935759240,32,4.8,18.994237,72.825553,19.064237,72.895553,2022-04-02,17:50:00,17:55:00,Sunny,Medium,Motorcycle,Metropolitian,95,Toys,Saturday,4,True,17.0,5.0,10.71,0,Long,Peak Hour,High Rating,0
jsfr744440437,25,4.9,13.086438,80.220672,13.106438,80.240672,2022-03-19,8:45:00,9:00:00,Fog,Low,Motorcycle,Metropolitian,70,Skincare,Saturday,3,True,8.0,15.0,3.1,0,Short,Non-Peak Hour,High Rating,0
xlut798706475,30,4.6,19.120083,72.907385,19.150083,72.937385,2022-03-19,22:10:00,22:15:00,Sandstorms,Low,Scooter,Metropolitian,135,Sports,Saturday,3,True,22.0,5.0,4.59,0,Short,Peak Hour,Medium Rating,0
uuek883649221,39,4.7,23.374989,85.335486,23.424989,85.385486,2022-03-15,21:15:00,21:25:00,Cloudy,Jam,Motorcycle,Metropolitian,140,Jewelry,Tuesday,3,False,21.0,10.0,7.55,0,Medium,Peak Hour,Medium Rating,0
mwxl165817245,24,4.7,18.530963,73.828972,18.610963,73.908972,2022-03-27,20:40:00,20:45:00,Sandstorms,Jam,Scooter,Metropolitian,120,Apparel,Sunday,3,True,20.0,5.0,12.26,0,Long,Peak Hour,Medium Rating,0
ydtu496564168,24,4.6,11.006686,76.951736,11.036686,76.981736,2022-03-05,22:10:00,22:25:00,Windy,Low,Motorcycle,Metropolitian,50,Jewelry,Saturday,3,True,22.0,15.0,4.67,0,Short,Peak Hour,Medium Rating,0
ovbl975077084,30,4.5,17.455894,78.375467,17.495894,78.415467,2022-04-05,14:55:00,15:10:00,Windy,High,Scooter,Metropolitian,25,Grocery,Tuesday,4,False,14.0,15.0,6.15,0,Medium,Non-Peak Hour,Medium Rating,0
xoru393362349,36,4.2,13.049645,80.242268,13.139645,80.332268,2022-04-02,17:55:00,18:05:00,Sandstorms,Medium,Scooter,Urban,190,Electronics,Saturday,4,True,17.0,10.0,13.97,0,Long,Peak Hour,Low Rating,1
lcoc669220861,22,4.7,0.0,0.0,0.07,0.07,2022-02-14,18:15:00,18:25:00,Stormy,Medium,Motorcycle,Urban,105,Jewelry,Monday,2,False,18.0,10.0,11.01,0,Long,Peak Hour,Medium Rating,0
hagt829123985,24,4.1,21.17106,72.789292,21.19106,72.809292,2022-03-24,8:45:00,9:00:00,Windy,Low,Motorcycle,Metropolitian,115,Pet Supplies,Thursday,3,False,8.0,15.0,3.04,0,Short,Non-Peak Hour,Low Rating,0
odfx816345852,37,4.7,12.297954,76.665169,12.427954,76.795169,2022-03-23,20:15:00,20:30:00,Sandstorms,Jam,Motorcycle,Metropolitian,190,Outdoors,Wednesday,3,False,20.0,15.0,20.21,0,Very Long,Peak Hour,Medium Rating,1
pyxp376708648,22,4.9,22.727021,75.884167,22.807021,75.964167,2022-03-23,21:25:00,21:40:00,Windy,Jam,Scooter,Metropolitian,105,Toys,Wednesday,3,False,21.0,15.0,12.1,0,Long,Peak Hour,High Rating,0
giko462945640,24,5.0,12.935662,77.61413,12.945662,77.62413,2022-03-07,11:40:00,11:50:00,Sandstorms,High,Scooter,Metropolitian,100,Sports,Monday,3,False,11.0,10.0,1.55,0,Short,Non-Peak Hour,High Rating,0
jicg715117125,37,4.4,23.233219,77.433571,23.363219,77.563571,2022-02-16,20:00:00,20:15:00,Fog,Jam,Scooter,Metropolitian,195,Outdoors,Wednesday,2,False,20.0,15.0,19.63,0,Very Long,Peak Hour,Low Rating,1
fmri490411962,38,4.3,23.359194,85.325447,23.489194,85.455447,2022-03-18,18:20:00,18:30:00,Stormy,Medium,Motorcycle,Metropolitian,39,Grocery,Friday,3,False,18.0,10.0,19.62,0,Very Long,Peak Hour,Low Rating,0
hugd012685109,23,4.7,26.846156,75.8023,26.886156,75.8423,2022-03-05,15:20:00,15:35:00,Cloudy,Medium,Motorcycle,Metropolitian,65,Books,Saturday,3,True,15.0,15.0,5.96,0,Medium,Non-Peak Hour,Medium Rating,0
hzkw163842768,36,4.8,26.905287,75.794592,26.975287,75.864592,2022-03-12,21:25:00,21:30:00,Sandstorms,Jam,Scooter,Metropolitian,140,Clothing,Saturday,3,True,21.0,5.0,10.43,0,Long,Peak Hour,High Rating,0
gtbj959215607,37,4.6,0.0,0.0,0.02,0.02,2022-04-03,8:55:00,9:10:00,Cloudy,Low,Motorcycle,Metropolitian,115,Pet Supplies,Sunday,4,True,8.0,15.0,3.15,0,Short,Non-Peak Hour,Medium Rating,0
loid458342764,21,4.8,18.593481,73.785901,18.603481,73.795901,2022-03-09,10:40:00,10:50:00,Sunny,Low,Motorcycle,Metropolitian,85,Clothing,Wednesday,3,False,10.0,10.0,1.53,0,Short,Non-Peak Hour,High Rating,0
ebzo642093382,36,4.8,18.592718,73.773572,18.722718,73.903572,2022-04-04,23:35:00,23:45:00,Sandstorms,Low,Motorcycle,Urban,110,Outdoors,Monday,4,False,23.0,10.0,19.91,0,Very Long,Non-Peak Hour,High Rating,0
srka126015354,21,4.8,26.913483,75.803139,26.993483,75.883139,2022-03-16,22:40:00,22:50:00,Windy,Low,Motorcycle,Metropolitian,85,Snacks,Wednesday,3,False,22.0,10.0,11.92,0,Long,Peak Hour,High Rating,0
wolz504505237,39,4.7,27.195928,77.998092,27.275928,78.078092,2022-02-16,23:15:00,23:30:00,Windy,Low,Motorcycle,Metropolitian,120,Pet Supplies,Wednesday,2,False,23.0,15.0,11.9,0,Long,Non-Peak Hour,Medium Rating,0
benb286855130,26,4.9,26.766536,75.837333,26.876536,75.947333,2022-03-25,22:40:00,22:55:00,Sandstorms,Low,Scooter,Metropolitian,60,Home,Friday,3,False,22.0,15.0,16.39,0,Very Long,Peak Hour,High Rating,0
fhxb708252626,30,4.1,12.949934,77.699386,13.029934,77.779386,2022-03-04,20:40:00,20:50:00,Cloudy,Jam,Scooter,Metropolitian,175,Skincare,Friday,3,False,20.0,10.0,12.42,0,Long,Peak Hour,Low Rating,1
aibd183607697,31,4.7,15.498603,73.826911,15.628603,73.956911,2022-02-14,21:40:00,21:55:00,Windy,Jam,Scooter,Metropolitian,140,Apparel,Monday,2,False,21.0,15.0,20.07,0,Very Long,Peak Hour,Medium Rating,0
koep948744580,21,4.7,18.593481,73.785901,18.603481,73.795901,2022-04-03,10:10:00,10:20:00,Sandstorms,Low,Motorcycle,Urban,50,Books,Sunday,4,True,10.0,10.0,1.53,0,Short,Non-Peak Hour,Medium Rating,0
rbef245915432,36,5.0,22.753659,75.903365,22.793659,75.943365,2022-03-17,15:00:00,15:05:00,Stormy,High,Scooter,Urban,34,Grocery,Thursday,3,False,15.0,5.0,6.05,0,Medium,Non-Peak Hour,High Rating,0
nmae020371797,34,4.8,13.054347,80.257221,13.124347,80.327221,2022-03-14,19:55:00,20:10:00,Windy,Jam,Motorcycle,Metropolitian,250,Books,Monday,3,False,19.0,15.0,10.87,0,Long,Peak Hour,High Rating,1
skqj126873179,32,4.6,18.516216,73.842527,18.576216,73.902527,2022-04-03,21:40:00,21:45:00,Cloudy,Jam,Motorcycle,Metropolitian,125,Clothing,Sunday,4,True,21.0,5.0,9.19,0,Medium,Peak Hour,Medium Rating,0
hjme833898831,33,5.0,22.732225,75.874765,22.762225,75.904765,2022-03-28,20:40:00,20:55:00,Fog,Jam,Motorcycle,Metropolitian,135,Home,Monday,3,False,20.0,15.0,4.54,0,Short,Peak Hour,High Rating,0
nzva260801293,29,5.0,21.17106,72.789292,21.26106,72.879292,2022-04-06,20:25:00,20:35:00,Sunny,Jam,Motorcycle,Urban,95,Sports,Wednesday,4,False,20.0,10.0,13.68,0,Long,Peak Hour,High Rating,0
oypq369651168,37,4.2,30.893234,75.82172,30.943234,75.87172,2022-02-17,21:30:00,21:40:00,Cloudy,Jam,Motorcycle,Metropolitian,160,Apparel,Thursday,2,False,21.0,10.0,7.33,0,Medium,Peak Hour,Low Rating,0
ouda949456674,28,4.6,18.539299,73.897902,18.599299,73.957902,2022-03-15,23:45:00,23:55:00,Sandstorms,Low,Scooter,Metropolitian,60,Toys,Tuesday,3,False,23.0,10.0,9.19,0,Medium,Non-Peak Hour,Medium Rating,0
bllj399559594,24,4.8,12.975377,77.696664,13.025377,77.746664,2022-03-03,18:35:00,18:40:00,Sunny,Medium,Scooter,Metropolitian,65,Skincare,Thursday,3,False,18.0,5.0,7.76,0,Medium,Peak Hour,High Rating,0
uvvc990589813,26,4.6,10.027364,76.308258,10.077364,76.358258,2022-02-15,22:20:00,22:35:00,Cloudy,Low,Motorcycle,Urban,90,Jewelry,Tuesday,2,False,22.0,15.0,7.8,0,Medium,Peak Hour,Medium Rating,0
zucq660087351,27,4.8,0.0,0.0,0.01,0.01,2022-03-30,11:25:00,11:40:00,Cloudy,High,Van,Metropolitian,125,Home,Wednesday,3,False,11.0,15.0,1.57,0,Short,Non-Peak Hour,High Rating,0
omos699487179,22,4.6,23.369746,85.33982,23.429746,85.39982,2022-04-03,19:50:00,20:00:00,Stormy,Jam,Scooter,Metropolitian,80,Outdoors,Sunday,4,True,19.0,10.0,9.06,0,Medium,Peak Hour,Medium Rating,0
vwcz942844505,37,3.2,11.006686,76.951736,11.136686,77.081736,2022-03-25,23:40:00,23:50:00,Sunny,Low,Motorcycle,Metropolitian,170,Skincare,Friday,3,False,23.0,10.0,20.25,0,Very Long,Non-Peak Hour,Low Rating,1
ngwn708650514,36,4.8,21.157729,72.768726,21.197729,72.808726,2022-03-19,14:45:00,14:50:00,Sunny,High,Scooter,Metropolitian,115,Outdoors,Saturday,3,True,14.0,5.0,6.08,0,Medium,Non-Peak Hour,High Rating,0
neno069691437,26,4.6,30.89286,75.822199,30.90286,75.832199,2022-02-11,11:30:00,11:35:00,Sunny,High,Motorcycle,Other,65,Home,Friday,2,False,11.0,5.0,1.47,0,Short,Non-Peak Hour,Medium Rating,0
clsa135956422,35,4.7,0.0,0.0,0.06,0.06,2022-02-15,22:15:00,22:30:00,Fog,Low,Motorcycle,Metropolitian,105,Skincare,Tuesday,2,False,22.0,15.0,9.44,0,Medium,Peak Hour,Medium Rating,0
qjyx758479182,25,4.6,17.438263,78.397865,17.498263,78.457865,2022-03-21,23:25:00,23:40:00,Cloudy,Low,Motorcycle,Metropolitian,85,Toys,Monday,3,False,23.0,15.0,9.22,0,Medium,Non-Peak Hour,Medium Rating,0
tpoq936015153,22,4.3,17.431668,78.408321,17.501668,78.478321,2022-04-04,21:20:00,21:25:00,Cloudy,Jam,Scooter,Metropolitian,205,Skincare,Monday,4,False,21.0,5.0,10.76,0,Long,Peak Hour,Low Rating,1
ukmt556088505,31,4.6,12.284747,76.625861,12.394747,76.735861,2022-03-12,18:25:00,18:35:00,Stormy,Medium,Scooter,Metropolitian,150,Shoes,Saturday,3,True,18.0,10.0,17.1,0,Very Long,Peak Hour,Medium Rating,0
rsvz546743327,30,4.6,21.186608,72.794136,21.206608,72.814136,2022-03-05,8:35:00,8:40:00,Sunny,Low,Motorcycle,Urban,120,Toys,Saturday,3,True,8.0,5.0,3.04,0,Short,Non-Peak Hour,Medium Rating,0
yush997477436,30,5.0,15.585658,73.743606,15.615658,73.773606,2022-02-17,20:35:00,20:45:00,Stormy,Jam,Scooter,Urban,130,Shoes,Thursday,2,False,20.0,10.0,4.63,0,Short,Peak Hour,High Rating,0
tmby921166879,27,4.7,21.175104,72.804342,21.255104,72.884342,2022-03-12,19:50:00,20:05:00,Windy,Jam,Motorcycle,Metropolitian,100,Sports,Saturday,3,True,19.0,15.0,12.16,0,Long,Peak Hour,Medium Rating,0
cons747295129,38,4.4,23.355164,85.324097,23.445164,85.414097,2022-03-02,20:15:00,20:20:00,Cloudy,Jam,Motorcycle,Metropolitian,195,Home,Wednesday,3,False,20.0,5.0,13.58,0,Long,Peak Hour,Low Rating,1
zian935835510,31,4.6,26.483672,80.320708,26.553672,80.390708,2022-02-12,23:55:00,0:10:00,Sandstorms,Low,Motorcycle,Metropolitian,80,Kitchen,Saturday,2,True,23.0,,10.44,0,Long,Non-Peak Hour,Medium Rating,0
dbqn937182205,24,4.7,23.359194,85.325447,23.409194,85.375447,2022-04-01,18:15:00,18:30:00,Cloudy,Medium,Scooter,Urban,50,Books,Friday,4,False,18.0,15.0,7.55,0,Medium,Peak Hour,Medium Rating,0
detx536115192,38,4.5,11.021278,76.995017,11.081278,77.055017,2022-03-19,23:15:00,23:20:00,Windy,Low,Motorcycle,Urban,110,Cosmetics,Saturday,3,True,23.0,5.0,9.35,0,Medium,Non-Peak Hour,Medium Rating,0
mpya883118068,33,4.6,22.74806,75.8934,22.76806,75.9134,2022-03-01,11:30:00,11:35:00,Windy,High,Scooter,Metropolitian,130,Skincare,Tuesday,3,False,11.0,5.0,3.03,0,Short,Non-Peak Hour,Medium Rating,0
slbu038547938,32,4.7,26.905287,75.794592,27.045287,75.934592,2022-04-04,18:30:00,18:45:00,Windy,Medium,Motorcycle,Metropolitian,230,Cosmetics,Monday,4,False,18.0,15.0,20.85,0,Very Long,Peak Hour,Medium Rating,1
hlql860853514,31,3.9,23.353783,85.326967,23.463783,85.436967,2022-03-06,19:25:00,19:35:00,Sandstorms,Jam,Scooter,Metropolitian,190,Electronics,Sunday,3,True,19.0,10.0,16.6,0,Very Long,Peak Hour,Low Rating,1
sxue299999882,21,4.1,13.049645,80.242268,13.159645,80.352268,2022-03-23,19:50:00,19:55:00,Cloudy,Jam,Motorcycle,Metropolitian,200,Books,Wednesday,3,False,19.0,5.0,17.07,0,Very Long,Peak Hour,Low Rating,1
wzie240024054,31,4.9,17.410371,78.437225,17.470371,78.497225,2022-03-17,19:10:00,19:25:00,Windy,Jam,Motorcycle,Urban,32,Grocery,Thursday,3,False,19.0,15.0,9.22,0,Medium,Peak Hour,High Rating,0
pvrh860224778,38,4.6,0.0,0.0,0.13,0.13,2022-02-18,20:45:00,20:50:00,Stormy,Jam,Motorcycle,Urban,130,Apparel,Friday,2,False,20.0,5.0,20.44,0,Very Long,Peak Hour,Medium Rating,0
qwgy736033136,31,4.0,23.359033,85.325347,23.399033,85.365347,2022-04-01,13:15:00,13:20:00,Fog,High,Motorcycle,Urban,160,Sports,Friday,4,False,13.0,5.0,6.04,0,Medium,Non-Peak Hour,Low Rating,0
llji988847958,25,5.0,22.310237,73.158921,22.420237,73.268921,2022-03-16,22:35:00,22:40:00,Windy,Low,Motorcycle,Metropolitian,120,Jewelry,Wednesday,3,False,22.0,5.0,16.66,0,Very Long,Peak Hour,High Rating,0
dsbl641775857,20,4.7,12.933298,77.614293,13.043298,77.724293,2022-03-04,19:45:00,20:00:00,Sunny,Jam,Scooter,Metropolitian,115,Shoes,Friday,3,False,19.0,15.0,17.08,0,Very Long,Peak Hour,Medium Rating,0
ljas798058416,20,4.9,19.1093,72.825451,19.1193,72.835451,2022-03-05,10:30:00,10:35:00,Cloudy,Low,Motorcycle,Urban,80,Skincare,Saturday,3,True,10.0,5.0,1.53,0,Short,Non-Peak Hour,High Rating,0
ywmg289164883,37,4.3,18.592718,73.773572,18.722718,73.903572,2022-03-18,21:25:00,21:35:00,Stormy,Jam,Scooter,Metropolitian,200,Skincare,Friday,3,False,21.0,10.0,19.91,0,Very Long,Peak Hour,Low Rating,1
sdyw179386142,38,4.5,13.064181,80.236442,13.134181,80.306442,2022-03-04,20:35:00,20:45:00,Sunny,Jam,Motorcycle,Metropolitian,125,Pet Supplies,Friday,3,False,20.0,10.0,10.87,0,Long,Peak Hour,Medium Rating,0
